NIR_No,Rows,year,test,loc,cross,plant_no,color,bar_code
NIR-07055,12,2021,Jay Test 1,CAS,3,N18-1641,1,2021_CAS_Jay Test 1_3_N18-1641_1_NIR-07055
NIR-07054,30,2021,Jay Test 1,CAS,2,N18-1635,2,2021_CAS_Jay Test 1_2_N18-1635_2_NIR-07054
NIR-07053,8,2021,Jay Test 1,CAS,2,N18-1635,1,2021_CAS_Jay Test 1_2_N18-1635_1_NIR-07053
NIR-07052,31,2021,Jay Test 1,CAS,1,N18-1674,2,2021_CAS_Jay Test 1_1_N18-1674_2_NIR-07052
NIR-07051,18,2021,Jay Test 1,CAS,1,N18-1674,1,2021_CAS_Jay Test 1_1_N18-1674_1_NIR-07051
NIR-07130,30,2021,Jay Test 1,PLY,20,N09-09,2,2021_PLY_Jay Test 1_20_N09-09_2_NIR-07130
NIR-07129,15,2021,Jay Test 1,PLY,20,N09-09,1,2021_PLY_Jay Test 1_20_N09-09_1_NIR-07129
NIR-07128,21,2021,Jay Test 1,PLY,19,LMN09-119,2,2021_PLY_Jay Test 1_19_LMN09-119_2_NIR-07128
NIR-07127,7,2021,Jay Test 1,PLY,19,LMN09-119,1,2021_PLY_Jay Test 1_19_LMN09-119_1_NIR-07127
NIR-07126,37,2021,Jay Test 1,PLY,18,NC-Raleigh,2,2021_PLY_Jay Test 1_18_NC-Raleigh_2_NIR-07126
NIR-07125,9,2021,Jay Test 1,PLY,18,NC-Raleigh,1,2021_PLY_Jay Test 1_18_NC-Raleigh_1_NIR-07125
NIR-07124,29,2021,Jay Test 1,PLY,17,NC-Dilday,2,2021_PLY_Jay Test 1_17_NC-Dilday_2_NIR-07124
NIR-07123,18,2021,Jay Test 1,PLY,17,NC-Dilday,1,2021_PLY_Jay Test 1_17_NC-Dilday_1_NIR-07123
NIR-07122,34,2021,Jay Test 1,PLY,16,NC-Dunphy,2,2021_PLY_Jay Test 1_16_NC-Dunphy_2_NIR-07122
NIR-07121,16,2021,Jay Test 1,PLY,16,NC-Dunphy,1,2021_PLY_Jay Test 1_16_NC-Dunphy_1_NIR-07121
NIR-07120,35,2021,Jay Test 1,PLY,15,N18-1632-2,2,2021_PLY_Jay Test 1_15_N18-1632-2_2_NIR-07120
NIR-07119,3,2021,Jay Test 1,PLY,15,N18-1632-2,1,2021_PLY_Jay Test 1_15_N18-1632-2_1_NIR-07119
NIR-07118,28,2021,Jay Test 1,PLY,14,N18-1731,2,2021_PLY_Jay Test 1_14_N18-1731_2_NIR-07118
NIR-07117,19,2021,Jay Test 1,PLY,14,N18-1731,1,2021_PLY_Jay Test 1_14_N18-1731_1_NIR-07117
NIR-07116,22,2021,Jay Test 1,PLY,13,N18-1682,2,2021_PLY_Jay Test 1_13_N18-1682_2_NIR-07116
NIR-07115,8,2021,Jay Test 1,PLY,13,N18-1682,1,2021_PLY_Jay Test 1_13_N18-1682_1_NIR-07115
NIR-07114,27,2021,Jay Test 1,PLY,12,N18-1763,2,2021_PLY_Jay Test 1_12_N18-1763_2_NIR-07114
NIR-07113,17,2021,Jay Test 1,PLY,12,N18-1763,1,2021_PLY_Jay Test 1_12_N18-1763_1_NIR-07113
NIR-07112,25,2021,Jay Test 1,PLY,11,N18-1620,2,2021_PLY_Jay Test 1_11_N18-1620_2_NIR-07112
NIR-07111,1,2021,Jay Test 1,PLY,11,N18-1620,1,2021_PLY_Jay Test 1_11_N18-1620_1_NIR-07111
NIR-07110,38,2021,Jay Test 1,PLY,10,N18-1855,2,2021_PLY_Jay Test 1_10_N18-1855_2_NIR-07110
NIR-07109,12,2021,Jay Test 1,PLY,10,N18-1855,1,2021_PLY_Jay Test 1_10_N18-1855_1_NIR-07109
NIR-07108,40,2021,Jay Test 1,PLY,9,N18-1751,2,2021_PLY_Jay Test 1_9_N18-1751_2_NIR-07108
NIR-07107,2,2021,Jay Test 1,PLY,9,N18-1751,1,2021_PLY_Jay Test 1_9_N18-1751_1_NIR-07107
NIR-07106,23,2021,Jay Test 1,PLY,8,N18-1572,2,2021_PLY_Jay Test 1_8_N18-1572_2_NIR-07106
NIR-07105,13,2021,Jay Test 1,PLY,8,N18-1572,1,2021_PLY_Jay Test 1_8_N18-1572_1_NIR-07105
NIR-07104,26,2021,Jay Test 1,PLY,7,N18-1956,2,2021_PLY_Jay Test 1_7_N18-1956_2_NIR-07104
NIR-07103,5,2021,Jay Test 1,PLY,7,N18-1956,1,2021_PLY_Jay Test 1_7_N18-1956_1_NIR-07103
NIR-07102,31,2021,Jay Test 1,PLY,6,N18-1632-1,2,2021_PLY_Jay Test 1_6_N18-1632-1_2_NIR-07102
NIR-07101,11,2021,Jay Test 1,PLY,6,N18-1632-1,1,2021_PLY_Jay Test 1_6_N18-1632-1_1_NIR-07101
NIR-07100,32,2021,Jay Test 1,PLY,5,N18-1604,2,2021_PLY_Jay Test 1_5_N18-1604_2_NIR-07100
NIR-07099,14,2021,Jay Test 1,PLY,5,N18-1604,1,2021_PLY_Jay Test 1_5_N18-1604_1_NIR-07099
NIR-07098,39,2021,Jay Test 1,PLY,4,N18-1595,2,2021_PLY_Jay Test 1_4_N18-1595_2_NIR-07098
NIR-07097,6,2021,Jay Test 1,PLY,4,N18-1595,1,2021_PLY_Jay Test 1_4_N18-1595_1_NIR-07097
NIR-07096,36,2021,Jay Test 1,PLY,3,N18-1641,2,2021_PLY_Jay Test 1_3_N18-1641_2_NIR-07096
NIR-07095,20,2021,Jay Test 1,PLY,3,N18-1641,1,2021_PLY_Jay Test 1_3_N18-1641_1_NIR-07095
NIR-07094,24,2021,Jay Test 1,PLY,2,N18-1635,2,2021_PLY_Jay Test 1_2_N18-1635_2_NIR-07094
NIR-07093,10,2021,Jay Test 1,PLY,2,N18-1635,1,2021_PLY_Jay Test 1_2_N18-1635_1_NIR-07093
NIR-07092,33,2021,Jay Test 1,PLY,1,N18-1674,2,2021_PLY_Jay Test 1_1_N18-1674_2_NIR-07092
NIR-07091,4,2021,Jay Test 1,PLY,1,N18-1674,1,2021_PLY_Jay Test 1_1_N18-1674_1_NIR-07091
NIR-07170,21,2021,Jay Test 2,CAS,20,N10-687,2,2021_CAS_Jay Test 2_20_N10-687_2_NIR-07170
NIR-07169,12,2021,Jay Test 2,CAS,20,N10-687,1,2021_CAS_Jay Test 2_20_N10-687_1_NIR-07169
NIR-07168,37,2021,Jay Test 2,CAS,19,N09-09,2,2021_CAS_Jay Test 2_19_N09-09_2_NIR-07168
NIR-07167,19,2021,Jay Test 2,CAS,19,N09-09,1,2021_CAS_Jay Test 2_19_N09-09_1_NIR-07167
NIR-07166,24,2021,Jay Test 2,CAS,18,Dunphy,2,2021_CAS_Jay Test 2_18_Dunphy_2_NIR-07166
NIR-07165,17,2021,Jay Test 2,CAS,18,Dunphy,1,2021_CAS_Jay Test 2_18_Dunphy_1_NIR-07165
NIR-07164,38,2021,Jay Test 2,CAS,17,Ellis,2,2021_CAS_Jay Test 2_17_Ellis_2_NIR-07164
NIR-07163,16,2021,Jay Test 2,CAS,17,Ellis,1,2021_CAS_Jay Test 2_17_Ellis_1_NIR-07163
NIR-07162,26,2021,Jay Test 2,CAS,16,Osage,2,2021_CAS_Jay Test 2_16_Osage_2_NIR-07162
NIR-07161,7,2021,Jay Test 2,CAS,16,Osage,1,2021_CAS_Jay Test 2_16_Osage_1_NIR-07161
NIR-07160,30,2021,Jay Test 2,CAS,15,N18-1769,2,2021_CAS_Jay Test 2_15_N18-1769_2_NIR-07160
NIR-07159,3,2021,Jay Test 2,CAS,15,N18-1769,1,2021_CAS_Jay Test 2_15_N18-1769_1_NIR-07159
NIR-07158,28,2021,Jay Test 2,CAS,14,N18-1783,2,2021_CAS_Jay Test 2_14_N18-1783_2_NIR-07158
NIR-07157,18,2021,Jay Test 2,CAS,14,N18-1783,1,2021_CAS_Jay Test 2_14_N18-1783_1_NIR-07157
NIR-07156,25,2021,Jay Test 2,CAS,13,N18-1627,2,2021_CAS_Jay Test 2_13_N18-1627_2_NIR-07156
NIR-07155,13,2021,Jay Test 2,CAS,13,N18-1627,1,2021_CAS_Jay Test 2_13_N18-1627_1_NIR-07155
NIR-07154,31,2021,Jay Test 2,CAS,12,N18-1577,2,2021_CAS_Jay Test 2_12_N18-1577_2_NIR-07154
NIR-07153,9,2021,Jay Test 2,CAS,12,N18-1577,1,2021_CAS_Jay Test 2_12_N18-1577_1_NIR-07153
NIR-07152,32,2021,Jay Test 2,CAS,11,N18-1586,2,2021_CAS_Jay Test 2_11_N18-1586_2_NIR-07152
NIR-07151,8,2021,Jay Test 2,CAS,11,N18-1586,1,2021_CAS_Jay Test 2_11_N18-1586_1_NIR-07151
NIR-07150,29,2021,Jay Test 2,CAS,10,N18-1820,2,2021_CAS_Jay Test 2_10_N18-1820_2_NIR-07150
NIR-07149,20,2021,Jay Test 2,CAS,10,N18-1820,1,2021_CAS_Jay Test 2_10_N18-1820_1_NIR-07149
NIR-07148,39,2021,Jay Test 2,CAS,9,N18-1761,2,2021_CAS_Jay Test 2_9_N18-1761_2_NIR-07148
NIR-07147,15,2021,Jay Test 2,CAS,9,N18-1761,1,2021_CAS_Jay Test 2_9_N18-1761_1_NIR-07147
NIR-07146,34,2021,Jay Test 2,CAS,8,N18-1661,2,2021_CAS_Jay Test 2_8_N18-1661_2_NIR-07146
NIR-07145,4,2021,Jay Test 2,CAS,8,N18-1661,1,2021_CAS_Jay Test 2_8_N18-1661_1_NIR-07145
NIR-07144,35,2021,Jay Test 2,CAS,7,N18-1643,2,2021_CAS_Jay Test 2_7_N18-1643_2_NIR-07144
NIR-07143,2,2021,Jay Test 2,CAS,7,N18-1643,1,2021_CAS_Jay Test 2_7_N18-1643_1_NIR-07143
NIR-07142,23,2021,Jay Test 2,CAS,6,N18-1659,2,2021_CAS_Jay Test 2_6_N18-1659_2_NIR-07142
NIR-07141,5,2021,Jay Test 2,CAS,6,N18-1659,1,2021_CAS_Jay Test 2_6_N18-1659_1_NIR-07141
NIR-07140,36,2021,Jay Test 2,CAS,5,N18-1796,2,2021_CAS_Jay Test 2_5_N18-1796_2_NIR-07140
NIR-07139,10,2021,Jay Test 2,CAS,5,N18-1796,1,2021_CAS_Jay Test 2_5_N18-1796_1_NIR-07139
NIR-07138,40,2021,Jay Test 2,CAS,4,N18-1615,2,2021_CAS_Jay Test 2_4_N18-1615_2_NIR-07138
NIR-07137,11,2021,Jay Test 2,CAS,4,N18-1615,1,2021_CAS_Jay Test 2_4_N18-1615_1_NIR-07137
NIR-07136,33,2021,Jay Test 2,CAS,3,N18-1628,2,2021_CAS_Jay Test 2_3_N18-1628_2_NIR-07136
NIR-07135,14,2021,Jay Test 2,CAS,3,N18-1628,1,2021_CAS_Jay Test 2_3_N18-1628_1_NIR-07135
NIR-07134,22,2021,Jay Test 2,CAS,2,N18-1579,2,2021_CAS_Jay Test 2_2_N18-1579_2_NIR-07134
NIR-07133,1,2021,Jay Test 2,CAS,2,N18-1579,1,2021_CAS_Jay Test 2_2_N18-1579_1_NIR-07133
NIR-07132,27,2021,Jay Test 2,CAS,1,N18-1575,2,2021_CAS_Jay Test 2_1_N18-1575_2_NIR-07132
NIR-07131,6,2021,Jay Test 2,CAS,1,N18-1575,1,2021_CAS_Jay Test 2_1_N18-1575_1_NIR-07131
NIR-07210,24,2021,Jay Test 2,PLY,20,N10-687,2,2021_PLY_Jay Test 2_20_N10-687_2_NIR-07210
NIR-07209,7,2021,Jay Test 2,PLY,20,N10-687,1,2021_PLY_Jay Test 2_20_N10-687_1_NIR-07209
NIR-07208,28,2021,Jay Test 2,PLY,19,N09-09,2,2021_PLY_Jay Test 2_19_N09-09_2_NIR-07208
NIR-07207,10,2021,Jay Test 2,PLY,19,N09-09,1,2021_PLY_Jay Test 2_19_N09-09_1_NIR-07207
NIR-07206,40,2021,Jay Test 2,PLY,18,Dunphy,2,2021_PLY_Jay Test 2_18_Dunphy_2_NIR-07206
NIR-07205,9,2021,Jay Test 2,PLY,18,Dunphy,1,2021_PLY_Jay Test 2_18_Dunphy_1_NIR-07205
NIR-07204,38,2021,Jay Test 2,PLY,17,Ellis,2,2021_PLY_Jay Test 2_17_Ellis_2_NIR-07204
NIR-07203,4,2021,Jay Test 2,PLY,17,Ellis,1,2021_PLY_Jay Test 2_17_Ellis_1_NIR-07203
NIR-07202,25,2021,Jay Test 2,PLY,16,Osage,2,2021_PLY_Jay Test 2_16_Osage_2_NIR-07202
NIR-07201,11,2021,Jay Test 2,PLY,16,Osage,1,2021_PLY_Jay Test 2_16_Osage_1_NIR-07201
NIR-07200,29,2021,Jay Test 2,PLY,15,N18-1769,2,2021_PLY_Jay Test 2_15_N18-1769_2_NIR-07200
NIR-07199,14,2021,Jay Test 2,PLY,15,N18-1769,1,2021_PLY_Jay Test 2_15_N18-1769_1_NIR-07199
NIR-07198,34,2021,Jay Test 2,PLY,14,N18-1783,2,2021_PLY_Jay Test 2_14_N18-1783_2_NIR-07198
NIR-07197,18,2021,Jay Test 2,PLY,14,N18-1783,1,2021_PLY_Jay Test 2_14_N18-1783_1_NIR-07197
NIR-07196,32,2021,Jay Test 2,PLY,13,N18-1627,2,2021_PLY_Jay Test 2_13_N18-1627_2_NIR-07196
NIR-07195,15,2021,Jay Test 2,PLY,13,N18-1627,1,2021_PLY_Jay Test 2_13_N18-1627_1_NIR-07195
NIR-07194,27,2021,Jay Test 2,PLY,12,N18-1577,2,2021_PLY_Jay Test 2_12_N18-1577_2_NIR-07194
NIR-07193,17,2021,Jay Test 2,PLY,12,N18-1577,1,2021_PLY_Jay Test 2_12_N18-1577_1_NIR-07193
NIR-07192,39,2021,Jay Test 2,PLY,11,N18-1586,2,2021_PLY_Jay Test 2_11_N18-1586_2_NIR-07192
NIR-07191,3,2021,Jay Test 2,PLY,11,N18-1586,1,2021_PLY_Jay Test 2_11_N18-1586_1_NIR-07191
NIR-07190,33,2021,Jay Test 2,PLY,10,N18-1820,2,2021_PLY_Jay Test 2_10_N18-1820_2_NIR-07190
NIR-07189,1,2021,Jay Test 2,PLY,10,N18-1820,1,2021_PLY_Jay Test 2_10_N18-1820_1_NIR-07189
NIR-07188,30,2021,Jay Test 2,PLY,9,N18-1761,2,2021_PLY_Jay Test 2_9_N18-1761_2_NIR-07188
NIR-07187,19,2021,Jay Test 2,PLY,9,N18-1761,1,2021_PLY_Jay Test 2_9_N18-1761_1_NIR-07187
NIR-07186,21,2021,Jay Test 2,PLY,8,N18-1661,2,2021_PLY_Jay Test 2_8_N18-1661_2_NIR-07186
NIR-07185,16,2021,Jay Test 2,PLY,8,N18-1661,1,2021_PLY_Jay Test 2_8_N18-1661_1_NIR-07185
NIR-07184,26,2021,Jay Test 2,PLY,7,N18-1643,2,2021_PLY_Jay Test 2_7_N18-1643_2_NIR-07184
NIR-07183,6,2021,Jay Test 2,PLY,7,N18-1643,1,2021_PLY_Jay Test 2_7_N18-1643_1_NIR-07183
NIR-07182,31,2021,Jay Test 2,PLY,6,N18-1659,2,2021_PLY_Jay Test 2_6_N18-1659_2_NIR-07182
NIR-07181,20,2021,Jay Test 2,PLY,6,N18-1659,1,2021_PLY_Jay Test 2_6_N18-1659_1_NIR-07181
NIR-07180,22,2021,Jay Test 2,PLY,5,N18-1796,2,2021_PLY_Jay Test 2_5_N18-1796_2_NIR-07180
NIR-07179,8,2021,Jay Test 2,PLY,5,N18-1796,1,2021_PLY_Jay Test 2_5_N18-1796_1_NIR-07179
NIR-07178,35,2021,Jay Test 2,PLY,4,N18-1615,2,2021_PLY_Jay Test 2_4_N18-1615_2_NIR-07178
NIR-07177,2,2021,Jay Test 2,PLY,4,N18-1615,1,2021_PLY_Jay Test 2_4_N18-1615_1_NIR-07177
NIR-07176,36,2021,Jay Test 2,PLY,3,N18-1628,2,2021_PLY_Jay Test 2_3_N18-1628_2_NIR-07176
NIR-07175,13,2021,Jay Test 2,PLY,3,N18-1628,1,2021_PLY_Jay Test 2_3_N18-1628_1_NIR-07175
NIR-07174,23,2021,Jay Test 2,PLY,2,N18-1579,2,2021_PLY_Jay Test 2_2_N18-1579_2_NIR-07174
NIR-07173,12,2021,Jay Test 2,PLY,2,N18-1579,1,2021_PLY_Jay Test 2_2_N18-1579_1_NIR-07173
NIR-07172,37,2021,Jay Test 2,PLY,1,N18-1575,2,2021_PLY_Jay Test 2_1_N18-1575_2_NIR-07172
NIR-07171,5,2021,Jay Test 2,PLY,1,N18-1575,1,2021_PLY_Jay Test 2_1_N18-1575_1_NIR-07171
NIR-07270,47,2021,LO-HP 5,CAS,20,N16-600,3,2021_CAS_LO-HP 5_20_N16-600_3_NIR-07270
NIR-07269,40,2021,LO-HP 5,CAS,20,N16-600,2,2021_CAS_LO-HP 5_20_N16-600_2_NIR-07269
NIR-07268,1,2021,LO-HP 5,CAS,20,N16-600,1,2021_CAS_LO-HP 5_20_N16-600_1_NIR-07268
NIR-07267,51,2021,LO-HP 5,CAS,19,Osage,3,2021_CAS_LO-HP 5_19_Osage_3_NIR-07267
NIR-07266,31,2021,LO-HP 5,CAS,19,Osage,2,2021_CAS_LO-HP 5_19_Osage_2_NIR-07266
NIR-07265,9,2021,LO-HP 5,CAS,19,Osage,1,2021_CAS_LO-HP 5_19_Osage_1_NIR-07265
NIR-07264,59,2021,LO-HP 5,CAS,18,Ellis,3,2021_CAS_LO-HP 5_18_Ellis_3_NIR-07264
NIR-07263,21,2021,LO-HP 5,CAS,18,Ellis,2,2021_CAS_LO-HP 5_18_Ellis_2_NIR-07263
NIR-07262,10,2021,LO-HP 5,CAS,18,Ellis,1,2021_CAS_LO-HP 5_18_Ellis_1_NIR-07262
NIR-07261,48,2021,LO-HP 5,CAS,17,V14-3508,3,2021_CAS_LO-HP 5_17_V14-3508_3_NIR-07261
NIR-07260,35,2021,LO-HP 5,CAS,17,V14-3508,2,2021_CAS_LO-HP 5_17_V14-3508_2_NIR-07260
NIR-07259,13,2021,LO-HP 5,CAS,17,V14-3508,1,2021_CAS_LO-HP 5_17_V14-3508_1_NIR-07259
NIR-07258,42,2021,LO-HP 5,CAS,16,RM19-3883,3,2021_CAS_LO-HP 5_16_RM19-3883_3_NIR-07258
NIR-07257,22,2021,LO-HP 5,CAS,16,RM19-3883,2,2021_CAS_LO-HP 5_16_RM19-3883_2_NIR-07257
NIR-07256,20,2021,LO-HP 5,CAS,16,RM19-3883,1,2021_CAS_LO-HP 5_16_RM19-3883_1_NIR-07256
NIR-07255,43,2021,LO-HP 5,CAS,15,RM19-3882,3,2021_CAS_LO-HP 5_15_RM19-3882_3_NIR-07255
NIR-07254,34,2021,LO-HP 5,CAS,15,RM19-3882,2,2021_CAS_LO-HP 5_15_RM19-3882_2_NIR-07254
NIR-07253,18,2021,LO-HP 5,CAS,15,RM19-3882,1,2021_CAS_LO-HP 5_15_RM19-3882_1_NIR-07253
NIR-07252,54,2021,LO-HP 5,CAS,14,RM19-3880,3,2021_CAS_LO-HP 5_14_RM19-3880_3_NIR-07252
NIR-07251,39,2021,LO-HP 5,CAS,14,RM19-3880,2,2021_CAS_LO-HP 5_14_RM19-3880_2_NIR-07251
NIR-07250,6,2021,LO-HP 5,CAS,14,RM19-3880,1,2021_CAS_LO-HP 5_14_RM19-3880_1_NIR-07250
NIR-07249,60,2021,LO-HP 5,CAS,13,RM19-3865,3,2021_CAS_LO-HP 5_13_RM19-3865_3_NIR-07249
NIR-07248,30,2021,LO-HP 5,CAS,13,RM19-3865,2,2021_CAS_LO-HP 5_13_RM19-3865_2_NIR-07248
NIR-07247,2,2021,LO-HP 5,CAS,13,RM19-3865,1,2021_CAS_LO-HP 5_13_RM19-3865_1_NIR-07247
NIR-07246,57,2021,LO-HP 5,CAS,12,RM19-3864,3,2021_CAS_LO-HP 5_12_RM19-3864_3_NIR-07246
NIR-07245,25,2021,LO-HP 5,CAS,12,RM19-3864,2,2021_CAS_LO-HP 5_12_RM19-3864_2_NIR-07245
NIR-07244,4,2021,LO-HP 5,CAS,12,RM19-3864,1,2021_CAS_LO-HP 5_12_RM19-3864_1_NIR-07244
NIR-07243,45,2021,LO-HP 5,CAS,11,RM19-3862,3,2021_CAS_LO-HP 5_11_RM19-3862_3_NIR-07243
NIR-07242,36,2021,LO-HP 5,CAS,11,RM19-3862,2,2021_CAS_LO-HP 5_11_RM19-3862_2_NIR-07242
NIR-07241,11,2021,LO-HP 5,CAS,11,RM19-3862,1,2021_CAS_LO-HP 5_11_RM19-3862_1_NIR-07241
NIR-07240,53,2021,LO-HP 5,CAS,10,RM19-3852,3,2021_CAS_LO-HP 5_10_RM19-3852_3_NIR-07240
NIR-07239,26,2021,LO-HP 5,CAS,10,RM19-3852,2,2021_CAS_LO-HP 5_10_RM19-3852_2_NIR-07239
NIR-07238,17,2021,LO-HP 5,CAS,10,RM19-3852,1,2021_CAS_LO-HP 5_10_RM19-3852_1_NIR-07238
NIR-07237,52,2021,LO-HP 5,CAS,9,N19-1161,3,2021_CAS_LO-HP 5_9_N19-1161_3_NIR-07237
NIR-07236,27,2021,LO-HP 5,CAS,9,N19-1161,2,2021_CAS_LO-HP 5_9_N19-1161_2_NIR-07236
NIR-07235,19,2021,LO-HP 5,CAS,9,N19-1161,1,2021_CAS_LO-HP 5_9_N19-1161_1_NIR-07235
NIR-07234,49,2021,LO-HP 5,CAS,8,N19-1157,3,2021_CAS_LO-HP 5_8_N19-1157_3_NIR-07234
NIR-07233,37,2021,LO-HP 5,CAS,8,N19-1157,2,2021_CAS_LO-HP 5_8_N19-1157_2_NIR-07233
NIR-07232,14,2021,LO-HP 5,CAS,8,N19-1157,1,2021_CAS_LO-HP 5_8_N19-1157_1_NIR-07232
NIR-07231,50,2021,LO-HP 5,CAS,7,N19-0668,3,2021_CAS_LO-HP 5_7_N19-0668_3_NIR-07231
NIR-07230,33,2021,LO-HP 5,CAS,7,N19-0668,2,2021_CAS_LO-HP 5_7_N19-0668_2_NIR-07230
NIR-07229,16,2021,LO-HP 5,CAS,7,N19-0668,1,2021_CAS_LO-HP 5_7_N19-0668_1_NIR-07229
NIR-07228,46,2021,LO-HP 5,CAS,6,N19-0609,3,2021_CAS_LO-HP 5_6_N19-0609_3_NIR-07228
NIR-07227,32,2021,LO-HP 5,CAS,6,N19-0609,2,2021_CAS_LO-HP 5_6_N19-0609_2_NIR-07227
NIR-07226,8,2021,LO-HP 5,CAS,6,N19-0609,1,2021_CAS_LO-HP 5_6_N19-0609_1_NIR-07226
NIR-07225,44,2021,LO-HP 5,CAS,5,N19-0338,3,2021_CAS_LO-HP 5_5_N19-0338_3_NIR-07225
NIR-07224,24,2021,LO-HP 5,CAS,5,N19-0338,2,2021_CAS_LO-HP 5_5_N19-0338_2_NIR-07224
NIR-07223,5,2021,LO-HP 5,CAS,5,N19-0338,1,2021_CAS_LO-HP 5_5_N19-0338_1_NIR-07223
NIR-07222,41,2021,LO-HP 5,CAS,4,N19-0318,3,2021_CAS_LO-HP 5_4_N19-0318_3_NIR-07222
NIR-07221,38,2021,LO-HP 5,CAS,4,N19-0318,2,2021_CAS_LO-HP 5_4_N19-0318_2_NIR-07221
NIR-07220,3,2021,LO-HP 5,CAS,4,N19-0318,1,2021_CAS_LO-HP 5_4_N19-0318_1_NIR-07220
NIR-07219,58,2021,LO-HP 5,CAS,3,N19-0307,3,2021_CAS_LO-HP 5_3_N19-0307_3_NIR-07219
NIR-07218,29,2021,LO-HP 5,CAS,3,N19-0307,2,2021_CAS_LO-HP 5_3_N19-0307_2_NIR-07218
NIR-07217,12,2021,LO-HP 5,CAS,3,N19-0307,1,2021_CAS_LO-HP 5_3_N19-0307_1_NIR-07217
NIR-07216,55,2021,LO-HP 5,CAS,2,N19-0306,3,2021_CAS_LO-HP 5_2_N19-0306_3_NIR-07216
NIR-07215,28,2021,LO-HP 5,CAS,2,N19-0306,2,2021_CAS_LO-HP 5_2_N19-0306_2_NIR-07215
NIR-07214,7,2021,LO-HP 5,CAS,2,N19-0306,1,2021_CAS_LO-HP 5_2_N19-0306_1_NIR-07214
NIR-07213,56,2021,LO-HP 5,CAS,1,N19-0302,3,2021_CAS_LO-HP 5_1_N19-0302_3_NIR-07213
NIR-07212,23,2021,LO-HP 5,CAS,1,N19-0302,2,2021_CAS_LO-HP 5_1_N19-0302_2_NIR-07212
NIR-07211,15,2021,LO-HP 5,CAS,1,N19-0302,1,2021_CAS_LO-HP 5_1_N19-0302_1_NIR-07211
NIR-07330,60,2021,LO-HP 5,PLY,20,N16-600,3,2021_PLY_LO-HP 5_20_N16-600_3_NIR-07330
NIR-07329,38,2021,LO-HP 5,PLY,20,N16-600,2,2021_PLY_LO-HP 5_20_N16-600_2_NIR-07329
NIR-07328,10,2021,LO-HP 5,PLY,20,N16-600,1,2021_PLY_LO-HP 5_20_N16-600_1_NIR-07328
NIR-07327,57,2021,LO-HP 5,PLY,19,Osage,3,2021_PLY_LO-HP 5_19_Osage_3_NIR-07327
NIR-07326,23,2021,LO-HP 5,PLY,19,Osage,2,2021_PLY_LO-HP 5_19_Osage_2_NIR-07326
NIR-07325,8,2021,LO-HP 5,PLY,19,Osage,1,2021_PLY_LO-HP 5_19_Osage_1_NIR-07325
NIR-07324,46,2021,LO-HP 5,PLY,18,Ellis,3,2021_PLY_LO-HP 5_18_Ellis_3_NIR-07324
NIR-07323,30,2021,LO-HP 5,PLY,18,Ellis,2,2021_PLY_LO-HP 5_18_Ellis_2_NIR-07323
NIR-07322,7,2021,LO-HP 5,PLY,18,Ellis,1,2021_PLY_LO-HP 5_18_Ellis_1_NIR-07322
NIR-07321,44,2021,LO-HP 5,PLY,17,V14-3508,3,2021_PLY_LO-HP 5_17_V14-3508_3_NIR-07321
NIR-07320,39,2021,LO-HP 5,PLY,17,V14-3508,2,2021_PLY_LO-HP 5_17_V14-3508_2_NIR-07320
NIR-07319,5,2021,LO-HP 5,PLY,17,V14-3508,1,2021_PLY_LO-HP 5_17_V14-3508_1_NIR-07319
NIR-07318,53,2021,LO-HP 5,PLY,16,RM19-3883,3,2021_PLY_LO-HP 5_16_RM19-3883_3_NIR-07318
NIR-07317,37,2021,LO-HP 5,PLY,16,RM19-3883,2,2021_PLY_LO-HP 5_16_RM19-3883_2_NIR-07317
NIR-07316,20,2021,LO-HP 5,PLY,16,RM19-3883,1,2021_PLY_LO-HP 5_16_RM19-3883_1_NIR-07316
NIR-07315,41,2021,LO-HP 5,PLY,15,RM19-3882,3,2021_PLY_LO-HP 5_15_RM19-3882_3_NIR-07315
NIR-07314,31,2021,LO-HP 5,PLY,15,RM19-3882,2,2021_PLY_LO-HP 5_15_RM19-3882_2_NIR-07314
NIR-07313,12,2021,LO-HP 5,PLY,15,RM19-3882,1,2021_PLY_LO-HP 5_15_RM19-3882_1_NIR-07313
NIR-07312,49,2021,LO-HP 5,PLY,14,RM19-3880,3,2021_PLY_LO-HP 5_14_RM19-3880_3_NIR-07312
NIR-07311,29,2021,LO-HP 5,PLY,14,RM19-3880,2,2021_PLY_LO-HP 5_14_RM19-3880_2_NIR-07311
NIR-07310,17,2021,LO-HP 5,PLY,14,RM19-3880,1,2021_PLY_LO-HP 5_14_RM19-3880_1_NIR-07310
NIR-07309,59,2021,LO-HP 5,PLY,13,RM19-3865,3,2021_PLY_LO-HP 5_13_RM19-3865_3_NIR-07309
NIR-07308,22,2021,LO-HP 5,PLY,13,RM19-3865,2,2021_PLY_LO-HP 5_13_RM19-3865_2_NIR-07308
NIR-07307,19,2021,LO-HP 5,PLY,13,RM19-3865,1,2021_PLY_LO-HP 5_13_RM19-3865_1_NIR-07307
NIR-07306,42,2021,LO-HP 5,PLY,12,RM19-3864,3,2021_PLY_LO-HP 5_12_RM19-3864_3_NIR-07306
NIR-07305,33,2021,LO-HP 5,PLY,12,RM19-3864,2,2021_PLY_LO-HP 5_12_RM19-3864_2_NIR-07305
